,user_name,rating,date,content
51,sky Kang,4,2022년 5월 12일,예전에는 안쓰는 물건 스티커 사서 붙여 버렸는데 당근마켓 생긴 후 당근마켓을 통해 안쓰는 물건을 팔고 또 필요한 물건을 구매도 하며 나눔도 하는데 다른 동네에 갔다 당근마켓 검색 후 관심 물건으로 등록하고 집에 와서 다시 확인해보려면 동네인증 때문에 못보구 구매를 포기하는 아쉬움이 몇번 있었네요. 관심물건으로 등록된 물건의 판매자와 당근 챗이 연결 되도록 시스템 개선이 되면 좋겠는데 어려울까요?
52,박세빈,4,2022년 7월 23일,당근마켓 잘 사용하고 있습니다. 건의드릴께 하나 있습니다 예를들어 서울 잠실동의경우 인구밀도가 높아 상품도 많고 거래상황도 좋겠지만 경기도 이천의 경우 이천시만해도 끝과끝이 한시간거리고 인구도 적습니다 그래서 면적을 넓게해도 상품이 적고 동네인증때문에 사고싶어도 못사는경우가 생깁니다. 인구가적고 지역은 넓은곳을 감안하여 동네설정폭을 넓게해주시면 당근마켓을 더 많이 활용할 수 있을것 같습니다.
53,윤준식,4,2022년 5월 16일,진상들은 별개로 당근마켓을 통해 사용하지 않는 물건을 판매하면서 유용하게 사용하고 있고 인터페이스도 간단명료하게 되어 있어서 편리해요. 근데 절전상태에서 제외시켜도 채팅 알림이 잘 안오는 고질적인 문제가 있어서 그 부분이 굉장히 아쉽네요
54,루나,5,2022년 5월 27일,"아주 잘 사용하고있는데요 필터링 기능이 추가되었으면 좋겠어요 어떤 특정 단어가 들어간 판매글이나 구매글이 안보이게요 (포켓몬빵이라던가..포켓몬빵이라던가..포켓몬빵같은..) 돈을 빌려달라는 사람도 있는데 구걸관련 신고항목도 추가해주셨으면 좋겠어요(게시글 구걸이 아닌, 채팅으로 하는경우)"
55,이부연,1,2022년 7월 20일,"오랫동안 잘 사용하고 있었는데 어느날 로그인이 해제되서 접속하려고 하다가 안되서 재가입 했음. 고객센터에 문의했더니 이전계정 다시 되돌려 준다고 해서 양식대로 작성했는데, 오히려 재가입 계정도 막혔음. 아무 이유나 설명도 없고 문의해도 연락도 없음. 잘못한 것도 없고 거래도 잘했는데 왜 이러는지 모르겠음. 이용자에게 설명 없이 마음대로 제제를 먹이기 보다, 판에 박힌 대답이라도 답은 해야 할것 아닌지? 사기꾼이나 업자가 판치는건 어쩔수 없다고 쳐도, 보통 사람들에게 괜히 소통을 단절해서 사소한 원한이나 분노를 쌓지 않길 바람. 상하이 봉쇄 같이 플랫폼을 운영하는 이유가 뭐임??"
56,Mephist,5,2022년 5월 11일,우리 동네는 열심히 이불을 파는 분이 있습니다. 아이디는 자주 바뀌지만 게시글은 항상 같은 분입니다. 누군가는 사업자라고 열심히 신고하고 누군가는 계속 새 아이디로 같은 글을 도배합니다. 요즘 당근청소기 문제도 시끄럽고... 업자들에 대한 단속과 지속적인 개선이 필요해 보입니다.
57,레몬트리,4,2022년 8월 1일,오류가 계속됩니다.지웠다 다시깔아도 판매물품이 두개씩 중복 보여요 .한줄쫙 밑에또쫙 거래가능체크하고 다시지우면 한줄이예요.제꺼말고도 모든판매상품이다그래요. s21플러스기종입니다.모가 문제인지 확인좀해주세요.
58,아민,1,2022년 7월 16일,"거래금지품목 인지 모르고 올렸는데, 글 올리자마자 이용정지 시키는거 바꼈으면 좋겠어요. 유산균 올렸거든요. 차라리 거래금지품목을 올리기전에 경고 문고가 나오거나, 올리고 3분안에 삭제하면 괜찮은걸로 바꼈으면 좋겠어요. 진짜 모르고 올린건데(유산균) 바로 이용정지 시켜버리시는거 진짜 기분나빠요. 거래금지품목 종류가 굉장히 많고 광범위한데 사람이 모르고 올린건데. 이거 꼭 바꼈으면 좋겠어요."
59,5 000,2,2022년 6월 14일,앱을 처음 접하고 난 후부터 집 안의 모든 물건을 팔아치울 정도로 애용하고 있는 사람입니다. 그런데 한동안 판매할 물건이 보이지 않아 당근을 쉬었다가 다시 활동을 하러 들어가보니 당근마켓 매너온도가 내려가 있었습니다. 전 온도가 내려갈 만한 그 어떤 비매너 행위도 하지 않았는데 단지 활동을 쉬었다는 이유만으로 온도가 내려간 것입니다... 마켓에서의 온도는 사람의 신뢰나 다름없는데 단지 활동을 쉬었다는 이유만으로 46도 가까이 되었던 온도가 거의 40도까지 내려간 걸 보니 기운이 빠집니다... 또 어느 세월에 온도를 올려야 할까요... 제가 다시 열심히 온도를 올려놓아도 잠시라도 활동을 놓으면 그때 다시 온도가 내려가기 시작하겠지요. 게임도 이런 방식은 아닌데... 일부 잠수 유저를 막기 위한 운영진분들의 심정은 알지만 이 점은 정말 개선이 되었으면 좋겠습니다. 항상 수고하십니다. 감사합니다.
60,삼남매가 알려주는뭐든지TV,5,2022년 5월 20일,"우왕 당근마켓 너무 좋아요! 전 당근마켓을 사용하기 전 제가 쓰지 않는 일반 중고 물건을 판매하고 싶다는 생각을 가지고 있었어요. 그래서 판매를 하기 위해 유튜브로 판매하는 방법,인터넷 판매 방법 등등 여러가지를 찾아 보았는데 판매를 하려면 사업자등록을 해야 한다는 문제가 있었어요ㅜ 하지만 전 정식적으로 판매하고싶다는 생각은 없었고 그냥 취미로 쓰지 않는 물건을 판매하고 싶었어요. 그때 앱스토어에서 판매앱을 찾아보다 당근마켓을 발견해 깔았는데 물건 판매도 정말 쉽고 구매도 쉬워 정말 좋았어요!! 당근마켓에서 말투 안예쁘시고 매너 없으신 분들 있으실까봐 걱정했는데 모두 정말 매너있으시고 거파 한번도 당해보지 않았고 후기도 잘남겨주셔서 더욱 즐거운 거래가 되었어요^^ 당근마켓 정말 잘사용하고 있어요! 편한 중고거래앱 만들어주셔서 감사합니다!"
61,우용수,2,2022년 7월 11일,폴드3 사용중인데 중고차 볼 때 오류가 있습니다. 전면 디스플레이로 사용(보는 차량 A-B-C-...)하다가 펼쳐서 사용하면 중고차 보는 페이지가 첫 페이지(A)로 이동합니다. 아이폰에서는 사진만 보는 화면에서 창 닫는 모션(왼쪽 테두리에서 오른쪽으로 드래그)이 작동하지 않습니다.
62,David Kang,1,2022년 7월 27일,광고°홍보용 기능을 이용하는거면 몰마도 누가 봐도 전문업자라 신고를 해도 아이디만 바뀌서 계속적으로 활동함. 신고해도 조치를 했다는 알림만 오지 실질적으로 조치를 취했는지 확인할 바 없음. 전문업자들 뒤를 봐주는거 같음. 신고해도 부질없음. 고객센터에 여러차례 남겨도 개선 의지가 없어 보임.
63,윤지,5,2022년 5월 28일,당근마켓 진짜 짱인 것 같아요 필요없는 물건을 팔기도 하고 사기도 하고 참 좋은 앱인 것 같아요. 1년동안 잘 애용하고 있는 앱인데 개선할 점? 이 있어요. 채팅 쳤을때 잘못쳤을때가 종종 있는데 수정하지 못 해서 불편했었어요 수정 가능하게 만들어주심 편리하게 이용할 수 있을 것 같아요!
64,철제아,4,2022년 6월 11일,잘 사용하고 있는 중고 어플이예요! 다른 건 다 괜찮은데 챗 보낼 때 삭제하기가 없는 점이 조금 아쉽습니다ㅠ 잘못 보내도 지울 수 없으니 상대분이 보면 조금 당황스럽고 오타도 조금 많아서 삭제하기만 생기면 좋을 것 같네요!
65,이원,5,2022년 7월 22일,거래 지역 범위선택 사항에 조금더 좁은 범위를 선택하도록 하면 좋을것 같아요. 같은 동 집앞 거래 가능하면 저 좋을것 같아요. 거래 범위가 더 좁아지면 거래하기 좋을것 같아서 건의 드립니다^^ 좋은 서비스 제공해주셔거 감사합니다^^
66,달에우는도지,5,2022년 5월 26일,좋은데 한가지 간단한 기능 추가 부탁드립니다 제가 평소에는 다크모드를 쓰는데 당근을 쓸때는 라이트모드를 선호하거든요 그래서 앱 내에 다크모드나 라이트모드 선택 기능이 있었으면 좋겠습니다 보통 딴 앱들은 다 그런 기능이 있는데 당근엔 없는게 아쉬워서 한번 부탁드립니다
67,ᅳ써니,5,2022년 7월 12일,숨겨진개시글입니다 팝업에 닫기버튼 외에도 뒤로가기 버튼으로도 닫히게 해주시면 좋을 것 같아요. 한손 조작하고 싶은데 갤럭시울트라22는 화면이 커서 불편해요.
68,김대현,5,2022년 6월 12일,다좋아요 최근당근페이 생긴부분도 너무좋습니다. 하나 추가해주셨으면 하는게 매물올라온거 삭제가 안되게 해주시면 좋겠네요... 1. 판매하고 글삭튀...문제있는 중고품 판매하고 삭제해서 판매증거내용을 못보게함 2. 판매금액을 올려놓고 구매자가 많다고 수정해서 금액을 올려버리고 마치 경매장에서 판매하는거 마냥유도함
69,우럭한마리운다,1,2022년 6월 27일,플미 부분 개선 좀 부탁드려요. 특히 콘서트표요. 예전부터 콘서트 표쪽으로 플미 문제도 많고 그걸로 사기치는 사람들도 심각하게 많은데 암표는 신고 가능하지만 온라인 거래는 신고해도 제재가 어렵다는건 피해자를 양성하겠다는 내용으로 밖에 보이지 않아요. 그게 플미가 붙은 가격임을 모르는 사람들은 비싸게 표를 사거나 사기 피해에 쉽게 노출되는 피해자가 되는건데 그건 아니라고 생각합니다. 최근 코로나 거리두기가 사실상 해제 되면서 콘서트가 자주 열리고 당근 피드에도 생각보다 많이 올라오던데 그에 따른 기준도 없고 신고해도 온라인 거래는 신고가 무용지물이라니 답답하네요. 다른 중고거래 사이트나 카페나 커뮤니티들처럼 플미 거래 제재 시스템 개선이 필요하다고 생각합니다.
70,이이,5,2022년 9월 24일,잘 사용하고있는데 1. 원하는 동만 골라서 보기 2. 더 넓은 지역 보기가 가능했으면 좋겠습니다. 저는 00동에 사는데 차타고 가면 금방인 같은 지역 내 동네들이 안 보여요ㅜㅜ 키로수는 멀어도 같은 생활권이라 다 왔다갔다 하는데..ㅜㅜㅜ 동네를 두 개 설정할 수 있긴 하지만 하나는 직장쪽으로 해놓고싶어서 범위를 더 넓힐 수 있는 기능이 있었으면 좋겠습니다. 그리고 001동 002동 003동이 있는 동네의 경우 최소 범위로 좁혀도 1-3동이 다 잡히는데 걸어다닐만한 거리는 제가 있는 한군데뿐이라서.. 잡히는 동네 중 원하는 동네만 선택 가능하게 했으면 좋겠습니다
71,mina K,3,2022년 5월 23일,당근마켓 어플 업그레이드 후 다크모드가 강제로 시행됩니다. 다크모드와 라이트모드를 선택할 수 있도록 앱 내에서 다크모드를 on/off 하는 기능을 추가로 만들어주셨으면 좋겠습니다. 스마트폰에서 [휴대폰 설정 > 디스플레이 및 밝기 > 라이트 모드]로 변경하는건 알고있습니다. 제가 원하는건 어플 내에서 다크모드를 on/off하는 기능입니다. 항상 잘 사용하고 있습니다. 다크모드를 원하는 분들이 많아서 업그레이드가 되었지만 on/off기능도 추가해주셨으면 좋겠습니다.
72,김연태,4,2022년 5월 26일,좋은 물건을 저렴하면서 안심하고 구할 수 있어서 좋습니다. 이웃의 범위를 좀 더 확장했으면 좋겠습니다. 적당한 물건이 있어도 이웃의 범위가 너무 한정되어 아쉬운 점이 있네요.
73,HG OH,1,2021년 2월 6일,"앱 내에서 알람 꺼도 ""혹시 당근이세요?"" 등과 같은 ""운영알림""이 계속 오네요. 앱 내에서 푸시알람을 꺼도 그렇고, 스마트폰 설정 내에서도 푸시알람 꺼버려도 그렇고요. 그렇다고 방해금지 시간 설정 해버리면 정작 중요한 거래 채팅 알람은 받을 수 없습니다. 이러힌 점 굉장히 불편하고 아쉽습니다. 운영알림 수신 알람 설정 기능이랑 채팅 알림 분리해서 설정해야 사용자들이 더 편할거라 생각합니다. 운영알림도 영리목적 광고의 일종이라 수신동의철회나 수신거부 방법 제시 등을 제시하지 않는다면 법적으로 문제 생길 여지가 있습니다. 이러한 점은 개선바랍니다."
74,Google 사용자,5,2020년 12월 15일,"A를 검색해서 100개 물건이 나왔다고 치면, 내려가면서 30번 물건을 보고 관심 등록하고 다시 리스트로 가면 제일 위 물건으로 가고 다시 쭉 내려서 70번 물건을 보고 관심 등록하고 가면 다시 또 리스트는 제일 위 물건을 보여줍니다. 미칠 노릇이에요. 그리고 핸드폰 누름 알림? 에서 알림을 누르거나 하면 해당 글로 접속이 되었으면 하는데 그냥 단순히 당근 앱으로만 접속이 됩니다. 당연히 그 게시글이 있는 화면으로 몇 번을 눌러야 그 알림을 볼 수 있어요. 너어어어어어무 불편해요. 개선해주세요."
75,유튜브으으으,4,2022년 6월 14일,모든 기능은 거의 다 좋은데.. 한가지 기능을 더 추가해 주셨으면 해요 채팅 쓰다가 잘못 써서 보냈을때 채팅 내용 삭제 기능 추가해 주셨으면 합니다 상대방한테 잘못 쓴걸 보냈다가 오히려 기분 나빠하고 거래도 물거품이 되니까.... 상대방이 잘못 쓴 내용 못 보게 '채팅 내용 삭제' 기능 넣어 주셨으면 좋겠습니다!
76,YT,1,2021년 3월 10일,"그동안 감사히 잘 쓰고 있었습니다. 근데 이번 업데이트는 별 하나도 아깝네요. 키워드 알림 한 번 내려보세요. 목록을 내릴 때는 좌우 탭 이동이 제한되게 해놔야지 내릴 때마다 활동알림 탭으로 넘어가서 내리다가 멈추고 옆 탭으로 넘어가고, 써보신 분들은 이게 무슨 말인지 알겁니다. 키워드 제한도 없어서 거르지 못하고 목록이 길어지는데 스트레스 받아서 제대로 보겠습니까아 어도비 리더 어플로 PDF 확대해서 이리저리 화면 옮겨보시고 참고하면 좋겠네요."
77,잉뀨,5,2020년 12월 20일,사용 잘하고 있어요! 좋은 물건 저렴하게 사고 팔 수 있어서 좋아요. 다만 개선해주셨으면 하는 점은 동네를 두개 설정해놓으면 한꺼번에 두 동네 주변 물건이 다 보였으면 좋겠어요. 상품 화면 들어갔을때도 현재 동네 주변이 아니면 구 단위로 뜨는게 불편해요. 그리고 관심상품에도 판매중이랑 판매완료 상품을 나눠볼수 있었으면 좋겠어요! :)
78,고운,5,2021년 5월 6일,"검색할 때나 키워드알림을 등록할 때 가격대에 따른 필터링도 있으면 더 편리할 것 같아용..! 가격대의 폭이 무척 큰 물품의 경우 알림이 떠서 들어가보면 제가 생각하는 금액대보다 높은 경우가 많은데, 이럴 때 처음부터 키워드를 디테일하게 설정할 수도 있겠지만 원하는 가격대를 설정가능하게 해서 그에 해당하는 물품만 나오도록 할 수 있으면 좋을 거 같습니다. 넘 잘쓰고 있어요~~"
79,권은파,3,2022년 7월 30일,몇년간 잘썼는데 몇일전부터 알림이 전혀 안울려서 판매를 몇번이나 놓쳤어요. 갤럭시S22 울트라 모델이고 어플알림/핸드폰 어플리케이션 알림설정 모두 정상적으로 되어있고 절전상태도 아니고 알림음 설정에서 당근소리로 정상적으로 울리는데도 정작 거래채탱 알림 울리지 않네요....왜 그런걸까요? 스트레스받아요
80,정인경,4,2022년 10월 9일,"당근마켓 잘 쓰고있는 유저입니다 그런데 사용 끌올이 15번 밖에 제한 있는 것과 최근 거래 채팅을 한 사람을 차단 못하는게, 그리고 찜한 사람을 볼 수 없는게 조금 아쉬운것 같다고 생각합니다! 끌올 제한이 풀리고 최근 거래 채팅을 해도 차단을 할 수 있고 찜한 사람이 누구누구인지 알 수 있으면 좋겠어요ㅠㅠ"
81,박서우,5,2020년 11월 28일,정말 좋아요! 원하는 물건을 쉽게 직거래 할 수 있으니 정말 편리합니다. 하지만 한가지 희망사항이 있습니다. 혹시 채팅에 예약 기능을 다는것은 어려울까요? 생활패턴이 새벽에 맞춰져있어 상대에게 채팅을 하면 실례가 될까봐 채팅을 안하게 됩니다. 예약 기능이 있다면 더 편리하게 앱을 사용할 수 있을것 같아요!
82,뿌기,4,2021년 2월 1일,안드로이드 사용자입니다. 어플 사용 중에 실수로 '이전' 버튼을 누를 때가 있는데 그럴 때마다 앱이 바로 종료되어서 불편합니다. 게다가 다시 후다닥 들어가보아도 홈 화면이 바로 새로고침 되기 때문에 보고 있던 지점에서 이어서 구경할 수 없고 다시 처음부터 물건을 봐야하더라구요.. 1. 대부분의 앱처럼 이전버튼을 두번 누를 시 종료가 되었으면 좋겠고(ex : 뒤로버튼을 한번 더 누르시면 종료됩니다) 2. 일정시간 안에 접속 시 새로고침이 되지 않게 바꿔주셨으면 합니다! 꼭 참고해주세요 감사합니다
83,Google 사용자,4,2019년 9월 8일,"저.. 제가 사지 않을 물건은 '가리기','숨기기'기능으로 가릴 수 있었으면 합니다. 예를 들어 제가 냉장고를 가지고 있을경우, 다른 냉장고를 살 이유가 없습니다. 또 제가 가방을 사고싶은 경우, 며칠~몇주동안 가방을 검색할겁니다. 그런데 제가 사지 않을 물건을 여러번 반복해서 보는건 너무 힘들어요. 아주예쁘고 심지어 가격까지 마음에 드는경우라도 취향이 아니라면 사지 않는 경우가 있기 때문에 이 기능은 꼭 필요하다고 봅니다. 특히 끌올로 여러번 올리시는 물건이 조금 많은데 그걸 계속해서 보는작업이 힘드네요. 새물건같아서 확인하면 이미 7번8번 본 물건이고.. 숨기기기능을 썼던 물건은 un숨기기 or 다시올리기 등의 기능으로 다시 찾을 수 있으면 될것같습니다. 또 이미 거래완료된 물건은 표시되지 않았으면 합니다. 앱은 잘쓰고있습니다. 감사합니다."
84,스포,5,2020년 7월 1일,"거리가 너무 제한적이어서 가까운 동네라고 생각하는곳인데도 채팅을 할 수가 없네요. 이동하기 편리한 시대인데, 거리제한이 아주 불편한점으로 보입니다. 지역,거리제한은 이용자가 자신에게 맞춰서 옵션으로 설정하면 좋겠습니다. 전국 누구라도 거래할 수 있으면 합니다 타지에 종종 다니는 경우에도 미리 연락하고 약속을 잡을수가 없네요."
85,공티치,4,2021년 1월 7일,정말 좋아요! 잘쓰고 있어요. 하나 불편한점은 HEIF파일형식의 사진은 지원하지 않는다는거에요. 일반카메라로 찍은 사진은 보낼 수가 없어서 항상 변환시켜 저장하고 다시 보내고 번거로운 일을 거쳐 불편하게 사진을 보내야해서 불편합니다 ㅜㅜ 나중에 업데이트 하시고 할개 없으시면 HEIF파일도 지원할수 있게 부탁드려요!!
86,Google 사용자,4,2019년 6월 14일,"많이 검색하고 거래도 하고 있습니다, 다 좋은데 다만, 반려견이나 반려묘 분양도 같이 메뉴에 넣어 주셨음 합니다. 솔직히 다양한 카페에서 운영중이긴 하나 여기만큼 활성화 된곳을 본적도 없고 주변분들이 여기서 반려견이나 반려묘를 찾으려하는 분들도 꽤 있습니다. 그런점 추가 해주시면 더 좋을 듯 싶습니다."
87,사랑이와복끌이,5,2021년 2월 24일,"당근마켓 잘 사용중인데요 동네 설정을 1개더 늘리는건 어려운가요? 보통 집,회사 이런식으로 사용하는데 다른지역 갔을때 쓸수있게 1개만 더 있다면 좋을것 같습니다. 내동네 삭제하고 잠깐 있는 다른동네 다시 등록하고 또 내동네 등록하고 하는건 너무 귀찮잖아요~ 동네 키로수를 늘릴 수 없다면 지인들 집 놀러갔을때나 출장갔을때 그 근처것도 볼 수 있게 동네 1개 탭만 더 있으면 최고일듯요!"
88,서미혜,5,2020년 5월 29일,지역을 넓게 볼건지 좁게 볼건지 선택 가능해서 편해요. 좀 비싸고 희귀한 물건 찾을땐 넓은 지역으로 보고 보편적인 물건이거나 싼 물건은 좁은 지역으로 해서 봐요. 키워드 알림이나 채팅알림도 잘 오네요. 터무니없는 가격에 올리는 사람도 있지만 시간을 들여서 찾아보면 좋은 가격에 좋은 물건 올리는 분들도 많으니 천천히 살펴보는걸 추천해요. 작은 버그는 있지만 점차 고쳐지겠죠. 기업이 만든것도 버그는 있으니까요.
89,큰성님,4,2020년 6월 29일,"키워드 알림 기능에 에러 의심됩니다. 키워드를 30개 등록해놓고, 한참 확인하지 않고 놔뒀더니 미확인 알림이 백여개 누적되버리면 폰 전체 속도가 엄청 느려집니다. 어찌어찌 알림을 확인하면 정상속도. 확실치는 않으나 상당히 의심됩니다. (알림 누적에 관한 OS차원의 버거 일 수도 있겠네요. 제 버전은 7.0이고 LG V20 입니다) ㅡㅡ그리고ㅡㅡ 익숙한 이웃 동네 명칭이라 해도 실제로는 거리가 멀거나 직접 찾아가기 어려울 수 있으므로, 판매자의 대략적 위치라도 지도상으로 보여주세요."
90,별사탕맛찐빵,5,2021년 5월 15일,사용도 쉽고 동영상 광고 1도 않나와용!! 무엇보다 저희 동네 가까운 동네상품 만 볼 수 있으니깐 직거래 할 수 있었던게 좋아요!! 한번씩 이상 한거 파는 사람도 있지만 이곤 당근에 문제가 아니니 패스!!ㅎㅎ ٩(๑•̀o•́๑)و 음... 딱히 문제점 하나 없는 듯해용!! 이번에 핸드폰을 바꿔서 시작한지 얼마 않됬는데!!! 예전 핸드폰으로 넘 잘썼어용 지금도 잘 쓰고 있고용!! 그리고 매너 온도를 볼 수 있어서 그걸 보고 거래하기 좋아요!! 전이거 진~~짜 추천합니당~~~!!!! ٩(๑•̀o•́๑)و
91,PB PARK,2,2022년 1월 28일,어플을 사용하다가 뒤로가기로 누르면 (갤럭시 노트 20 울트라 하단바에 있는 뒤로가기 어플자체적으로 있는 뒤로가기 아님) 검은 화면으로 생기면서 어플이 블랙아웃이 됩니다 ㅠㅠ 어플을 지웠다 다시 설치해도 이런현상이 반복되는데 왜이러는건가요? 뒤로가기버튼은 너무 자주사용하는 버튼이라 습관인데ㅠㅠ 안쓸수도없고 내용보다가 뒤로가기눌러서 블랙아웃되면 다시 어플을 켜서 보던 내용을 다시 찾아야하는 번거로움이 있네요 답변부탁드립니댜!
92,Sharone,3,2022년 10월 20일,"앱자체는 정말 아주 유용히 사용하고있어요. 그런데 유저중심으로 발전좀 해주세요. 1. 상점내 판매물품 카테고리좀 나눠주세요. 물건이 많아지면 서로 물건 찾고 대화하기가 너무 힘들어요. 2. 예약중 물건은 따로 볼수있는 기능 만들어 주세요. 채팅창이 많아지면 예약중 물건을 찾기가 힘들어져요 3. 한 사람이 여러개 구매했을때 그사람 채팅창을 묶을수있는 기능이 있으면좋겠어요. 4.리셀러 가격 올려파는거 해결 시급해요. 정말 좋은상품 좋은가격에 파시는분도 많지만, 그런거 다시 가격올려파는분들도 있어요. 대안이 필요해보여요. 5.버퍼링 정말심한거는 아시죠."
93,cocoshah,3,2022년 9월 30일,"기능이 업그레이드되는것 같은데 제가 불편하게 생각하는건 그대로여서 빠른 조치부탁드리는 마음에서 리뷰쓰게 되었습니다 구매원하는 고객이랑 채팅하다가 채팅알람이 와서 보면 온 문자가 바로 보이지 않고 처음으로 다시 나갔다가 다시 채팅으로 들어와야 되는데 이것 왜 계속 이렇게 해야 하나요? 너무 불편해요 카톡처럼 채팅창이 열려있으면 채팅 ㅣ 바로 바로 떠서 보였으면 좋겠어요 꼭 좀, 빨리, 조치부탁드립니다"
94,경진남,5,2020년 12월 30일,"다좋은대 외국인이 말시키면 힘들어요. 전달하고 싶은말,단어 다알수없어서...자동 번역기능 있으면 좋을것같구요.우리 아파트만 보기,우리 주택 근처만 보기등..아니면 지도보기처럼 지도에서 물건 고르기 기능 같은거? 진짜 근방 기능도 있음 좋을것같아요.걸어가서 당장 사고,팔고하게요 ㅎㅎ"
95,3:20 pm,4,2021년 1월 27일,아주 잘 사용하고 있습니다. 다만 알람이 온 상태에서 알림창을 누르고 어플로 들어갈 때 서비스가 연결이 불가능하다는 검은 창이 빈번하게 뜹니다. 상태 불안정이 빈번해서 불편하고 가끔 알람도 안오거나 늦게 옵니다. 원하는 개선 사항이 있다면 휴대폰 시스템 폰트가 당근 어플에서도 적용이 되었으면 좋겠네요. 번* 장터 어플 같은 경우는 폰트가 모든 영역에 적용이 되더라구요. 그리고 동네 생활 글의 경우 알림 설정 중 공감 / 댓글 이 두 파트가 나뉘어져있으면 더 좋을 것 같습니다.
96,Google 사용자,4,2019년 3월 30일,내게 꼭 필요한 물품을 저렴하게 구입 할 수 있어서 좋습니다. 2019년 3/29일 현재 두 번의 거래로 구입했는데 당근마켓을 설치하길 잘했다는 생각이드네요! 앞으로도 계속 쭈~~~~욱 거래해볼 생각입니다! 다만 아쉬운 점이 있다면 물품을 올리는 분들이 거래물품에 대한 정확한 정보를 올려주셨으면 좋겠네요. 사실 두번째의 거래에서는 현장에서 제대로 확인치않은 잘못도 있지만 집에와서 결정적인 하자를 발견하게 되었거든요! 자른 사람에게 선물하려던 물건에 이름이 적혀있어서 선물을 못하게되어서 그 중에 다른 물품으로 대체했거든요! 그 외에는 대체로 만족합니다!
97,Jade Gemstone,5,2022년 2월 27일,"잘 사용하고 있습니다. 제안) 찜해놓은 관심상품 목록이 늘어나니까 살 것을 찾기가 힘들어요.. 관심목록 내부에서의 검색이 가능하다던가, 가격순으로 정렬 가능하다든가, 지역별로 볼수있다든가, 뭔가 검색이나 정렬기능이 있었으면 좋겠어요.. 만약 지역검색?정렬?이 가능하다면 예를들어 A동의 상품 2개의 문고리거래 2건을 잡아서 한번에 다녀온다든가 하는 편의점이 생길 것 같아요. 만약 가격순으로 볼 수 있다면, 내 예산 안에서 살 수 있는 물건을 고르기 쉬울 것 같고요."
98,Google 사용자,3,2019년 10월 4일,동네설정하는게 안되네요... 로딩을 기다려도 안되고 GPS로 위치를 엑세스 하려해도 안되네요... 권한 같은건 다 허용 했구요. 암튼 이런 오류가 있는데 다음번에 설정하기 같은게 있다면 좋을텐데 상품검색하는데 내 위치가 있으면 좋은 거지 필수적인 건 아니자나요? 제가 팔고 싶을 때면 몰라도... 사고 싶은데 동네설정하는데서 로딩 걸려서 첫와면에서 넘어가질 못하니 좀 답답합니다. 빨리 오류를 수정해주시고 피드백 받아서 앱도 좀더 업데이트 되었으면 좋겠습니다^^
99,이인규,4,2020년 8월 3일,"직거래 우선이라 그런지 중고나라보다 매너좋고, 생각보다 매물도 많네요. 한 가지 아쉬운 점은 저만 그런지 모르겠는데, 채팅 방에서 블루투스 키보드 연결하고 채팅하면 채팅글 순서가 꼬입니다. (방금 남긴 채팅이 젤 위로 올라간다거나... 하는 식의 오류가 발생하네요.) 그리고, 한 가지만 더... 데스크탑에서도 거래가 가능했으면 합니다.(그 분께서 자꾸 폰을 보십니다 ㅜㅜ)"
100,김종민,5,2020년 10월 14일,장사꾼들 신고할 수 있다는 점이 최대 강점인 것 같아요. 도배에 혈안이 된 업자들에게 지친 사람들에게 강추해요. 정말 깨끗해요. 생각했던 것보다 매물도 많고요. 다만 검색 필터 옵션이나 카테고리 기능이 조금 더 세부적으로 나뉘었으면 좋겠어요. 성질이 다양한 몇몇 제품군 경우엔 간단한 분류가 직관적이라기보단 불편함으로 다가오는 것 같아요.
101,J.E Jang,5,2021년 2월 18일,편리하게 잘사용하고있어요^^ 한가지 아쉬운점이 있습니다. 제가 모르는부분일수도 있지만 키워드알림 소리와 채팅알림 소리설정을 다르게 할수있었으면 좋겠어요. 소리를 항상 켜놓는건 아니지만 구분할수있으면 판매글 채팅알림이 왔구나를 알수있어서 편할것 같습니다. 개선될수있으면 좋겠습니다!
102,ahn hana,4,2020년 11월 10일,1)판매자와 구매자 모두 쌍방향으로 후기를 써야 당근온도가 높아졌으면 좋겠어요 2)이미 찜한상품에 댓글 못다는거 불편해요. 대기를 탈수도 있는건데 말이죠 3)어제 업뎃된 화면이 불편해요. 글쓰기가 홈화면 메인에 있지 않고 좌측 +버튼 한번 더 눌러야 되네요. 쇼핑몰이 아닌데 판매자도 편해야죠 수정 되었으면 좋겠습니다!
103,오은지,5,2021년 4월 25일,"앱 정말 잘 사용하고 있습니다. 유용한 앱인건 제가 언급하지 않아도 모두가 이미 느끼고 있을거라 생각합니다. 한가지 건의하고싶은 것은 키워드알림(잠금화면이나 상단바, 키워드 알림 목록)에서 물건의 사진뿐 아니라 가격까지 한번에 볼 수 있었으면 더욱 편리할 것 같습니다. 고맙습니다."
104,Google 사용자,5,2018년 11월 22일,"왠만하면 리뷰 안 남기는데, 당근을 지인 소개로 듣고는 사용해 본 결과 대박~~~ 항상 맘 카페에서 거래를 했었는데. 당근은 거래 등록도 빠르고, 지역이 나오니 거래도 쉽고, 채팅기능으로 글쓰기에 굳이 개인 정보 남길 필요도 없어서 너무 편리 합니다. 앞으로도 좋은 기능으로만 업데이트 시켜주시면 고맙겠어요."
